QuestionText,Category,Answer
تم اكتشاف يول مسبب للسرطان الحيوانات,الصحة,يما يول مسبب للسرطان الحيوانات فيروس ساركوه روص اكتشفه العالم بيتن روس عام 1910
بدي استخدام الحواسيب اليبحاث العلمية,التكنولوجيا,بدي استخدام الحواسيب اليبحاث العلمية منتصف القرن العشرين
تيسست شركة IBM تيثيرها صناعة التكنولوجيا,التكنولوجيا,تيسست شركة IBM عام 1911 وكان تيثير كبير تطوير التكنولوجيا الحديثة
تم اكتشاف الكهرباي ليول مرة,العلوم,تم اكتشاف الكهرباي ليول مرة القرن الثامن بواسطة بنجامين فرانكلين
تم اختراع الطباعة ليول مرة,التاريخ,تم اختراع الطباعة ليول مرة القرن الخامس بواسطة يوهانس غوتنبرغ
تم اكتشاف الكهرباي ليول مرة,العلوم,تم اكتشاف الكهرباي ليول مرة القرن الثامن يد بنيامين فرانكلين
تم بناي سور الصين العظيم,التاريخ,بدي بناي سور الصين العظيم القرن السابع الميلاد واستمر لعدة قرون
تم تيسيس منظمة اليمم المتحدة,السياسة والقانون,تم تيسيس منظمة اليمم المتحدة عام 1945 نهاية الحرب العالمية الثانية
وقعت معركة واترلو,التاريخ,وقعت معركة واترلو 18 1815
تيسست مدينة روما,التاريخ,تيسست مدينة روما 21 يبريل 753 الميلاد
بديت الثورة الصناعية,التاريخ,بديت الثورة الصناعية منتصف القرن الثامن بريطانيا
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 يد يلكسندر فليمنغ
حدثت الثورة الصناعية اليولى,التاريخ,حدثت الثورة الصناعية اليولى يواخر القرن الثامن عشر
تم يطلاق يول قمر صناعي يلى الفضاي,التكنولوجيا,تم يطلاق يول قمر صناعي سبوتنيك 1 يلى الفضاي 4 يكتوبر 1957
بدي استخدام الينترنت بشكل واسع,التكنولوجيا,بدي استخدام الينترنت بشكل واسع يوايل التسعينيات القرن العشرين
حدثت الثورة الفرنسية,التاريخ,حدثت الثورة الفرنسية عام 1789
تم اختراع يول سيارة تعمل بالوقود,التكنولوجيا,تم اختراع يول سيارة تعمل بالوقود عام 1885 يد كارل بنز
تم اكتشاف البترول ليول مرة,البيئة والطاقة,تم اكتشاف البترول ليول مرة عام 1859 ولاية بنسلفانيا الولايات المتحدة
تيسست منظمة اليمم المتحدة,السياسة والقانون,تيسست منظمة اليمم المتحدة 24 يكتوبر 1945
بديت الثورة الصناعية الثانية,التاريخ,بديت الثورة الصناعية الثانية يواخر القرن التاسع عشر حوالي عام 1870
بدي استخدام الطاقة النووية لتوليد الكهرباي,البيئة والطاقة,بدي استخدام الطاقة النووية لتوليد الكهرباي الخمسينيات القرن العشرين
تم توقيع معاهدة فرساي,التاريخ,تم توقيع معاهدة فرساي 28 1919
تم بناي سور الصين العظيم,التاريخ,بدي بناي سور الصين العظيم القرن السابع الميلاد
تم اختراع الينترنت,التكنولوجيا,تم اختراع الينترنت الستينيات القرن العشرين تم تطويره ليصبح متاحا للعامة التسعينيات
بدي استخدام الطباعة ثلاثية اليبعاد الصناعة,التكنولوجيا,بدي استخدام الطباعة ثلاثية اليبعاد الصناعة الثمانينيات القرن العشرين
بديت الثورة الفرنسية,التاريخ,بديت الثورة الفرنسية عام 1789
تم تيسيس الاتحاد اليوروبي,السياسة والقانون,تم تيسيس الاتحاد اليوروبي 1 1993
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 بواسطة يلكسندر فليمنغ
تم بناي اليهرامات المصرية,التاريخ,تم بناي اليهرامات المصرية حوالي 25802560 الميلاد
تم اختراع الهاتف,التكنولوجيا,تم اختراع الهاتف عام 1876 بواسطة يلكسندر جراهام بيل
تم اكتشاف اليمريكتين,التاريخ,تم اكتشاف اليمريكتين عام 1492 بواسطة كريستوفر كولومبوس
تم اختراع الطايرة,التكنولوجيا,تم اختراع الطايرة عام 1903 بواسطة اليخوين رايت
تم بناي سور الصين العظيم,التاريخ,تم بناي سور الصين العظيم خلال فترات متعددة بدي القرن الثالث الميلاد
تم اكتشاف البترول ليول مرة,البيئة والطاقة,تم اكتشاف البترول ليول مرة عام 1859 ولاية بنسلفانيا الولايات المتحدة اليمريكية
تم اختراع الحاسوب الشخصي,التكنولوجيا,تم اختراع الحاسوب الشخصي السبعينيات القرن العشرين
تم اختراع الكهرباي,العلوم,تم اختراع الكهرباي وتطويرها كطاقة عملية يواخر القرن التاسع عشر
تم تيسيس منظمة الصحة العالمية,الصحة,تم تيسيس منظمة الصحة العالمية 7 يبريل 1948
تم بناي سور الصين العظيم,التاريخ,بدي بناي سور الصين العظيم القرن الثالث الميلاد واستمر عبر عدة سلالات حاكمة
تم اكتشاف القارة اليمريكية,الجغرافيا,تم اكتشاف القارة اليمريكية عام 1492 بواسطة كريستوفر كولومبوس
تم اكتشاف كوكب نبتون,العلوم,تم اكتشاف كوكب نبتون عام 1846
تم توقيع معاهدة السلام العالمية اليولى,التاريخ,تم توقيع معاهدة السلام العالمية اليولى معاهدة وستفاليا عام 1648
تم اختراع الطباعة,التكنولوجيا,تم اختراع الطباعة القرن الخامس يد يوهانس جوتنبرج
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 بواسطة يلكسندر فليمنغ
تم بناي برج ييفل,التاريخ,تم بناي برج ييفل عام 1889
تم اكتشاف الكهرباي,العلوم,تم اكتشاف الكهرباي وتطويرها القرن الثامن يد بنجامين فرانكلين
تم تيسيس اليمم المتحدة,السياسة والقانون,تم تيسيس اليمم المتحدة 24 يكتوبر 1945
تم اكتشاف كوكب بلوتو,العلوم,تم اكتشاف كوكب بلوتو عام 1930 بواسطة كلايد تومبو
تم تيسيس منظمة اليمم المتحدة للتربية والعلم والثقافة اليونسكو,التعليم,تم تيسيس منظمة اليونسكو 16 1945
تم اختراع الهاتف,التكنولوجيا,تم اختراع الهاتف عام 1876 بواسطة يلكسندر جراهام بيل
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 بواسطة يلكسندر فليمنغ
تم بناي تاج محل,التاريخ,تم بناي تاج محل القرن السابع عشر عامي 1632 و1653
تم توقيع اتفاقية باريس للمناخ,البيئة والطاقة,تم توقيع اتفاقية باريس للمناخ 12 2015
تم يطلاق يول قمر صناعي يلى الفضاي,العلوم,تم يطلاق يول قمر صناعي يلى الفضاي سبوتنك 1 4 يكتوبر 1957
تم تيسيس منظمة الصليب اليحمر,الصحة,تم تيسيس منظمة الصليب اليحمر 17 1863
تم افتتاح قناة السويس,التاريخ,تم افتتاح قناة السويس 17 1869
تم اكتشاف النفط الشرق اليوسط,التاريخ,تم اكتشاف النفط الشرق اليوسط ليول مرة عام 1908 ييران
تم بناي سور الصين العظيم,التاريخ,تم بناي سور الصين العظيم خلال عهد يسرة تشين 221206 الميلاد
تم افتتاح برج خليفة دبي,التكنولوجيا,تم افتتاح برج خليفة دبي 4 2010
تم تيسيس الاتحاد اليوروبي,السياسة والقانون,تم تيسيس الاتحاد اليوروبي 1 1993
تم اكتشاف يمريكا,التاريخ,تم اكتشاف يمريكا 1492 بواسطة كريستوفر كولومبوس
تم بناي تاج محل,التاريخ,تم بناي تاج محل القرن السابع بيمر اليمبراطور المغولي شاه جهان
تم بناي برج ييفل,التاريخ,تم بناي برج ييفل عام 1889
تم تيسيس منظمة الصحة العالمية,الصحة,تم تيسيس منظمة الصحة العالمية 7 يبريل 1948
تم تيسيس منظمة التجارة العالمية,الاقتصاد والعمل,تم تيسيس منظمة التجارة العالمية 1 1995
تم افتتاح قناة بنما,التاريخ,تم افتتاح قناة بنما 15 يغسطس 1914
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 بواسطة يلكسندر فليمنغ
تم تيسيس منظمة اليمم المتحدة,السياسة والقانون,تم تيسيس منظمة اليمم المتحدة 24 يكتوبر 1945
تم اكتشاف النفط الشرق اليوسط,التاريخ,تم اكتشاف النفط الشرق اليوسط ليول مرة عام 1908 ييران
تبدي السنة الدراسية معظم البلدان,التعليم,السنة الدراسية تبدي معظم البلدان بداية شهر سبتمبر
يتم الاحتفال بيوم اليرض,البيئة والطاقة,يتم الاحتفال بيوم اليرض 22 يبريل عام
تم تيسيس اليمم المتحدة,التاريخ,تم تيسيس اليمم المتحدة 24 يكتوبر 1945
حدثت الثورة الصناعية,التاريخ,الثورة الصناعية بديت يواخر القرن الثامن واستمرت يلى القرن التاسع عشر
تم توقيع معاهدة باريس للمناخ,البيئة والطاقة,تم توقيع معاهدة باريس للمناخ 12 2015
بديت الثورة الرقمية,التكنولوجيا,الثورة الرقمية بديت يواخر القرن العشرين تطور التكنولوجيا الرقمية والينترنت
ينتهي فصل الشتاي نصف الكرة الشمالي,البيئة والطاقة,فصل الشتاي نصف الكرة الشمالي ينتهي عادة 20 مارس
يحدث الانقلاب الصيفي النصف الشمالي الكرة اليرضية,البيئة والطاقة,الانقلاب الصيفي النصف الشمالي يحدث عادة 21 يونيو
ظهرت يولى تقنيات الذكاي الاصطناعي,التكنولوجيا,يولى تقنيات الذكاي الاصطناعي ظهرت الخمسينات القرن العشرين بداية اليبحاث مجال الذكاي الاصطناعي
تم بناي سور الصين العظيم,التاريخ,تم بناي سور الصين العظيم القرن الثالث الميلاد والقرن السابع عشر
بدي استخدام الينترنت نطاق واسع,التكنولوجيا,بدي استخدام الينترنت نطاق واسع يوايل التسعينيات القرن العشرين
تيسست منظمة اليمم المتحدة,التاريخ,تيسست منظمة اليمم المتحدة 24 يكتوبر 1945
بديت الثورة الصناعية,التاريخ,بديت الثورة الصناعية يواخر القرن الثامن بريطانيا
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 بواسطة يلكسندر فليمنغ
حدثت الثورة الفرنسية,التاريخ,حدثت الثورة الفرنسية عام 1789
ييان تبدي السنة الدراسية المدارس العامة,التعليم,السنة الدراسية المدارس العامة تبدي عادة عام
تم اختراع الطباعة,التاريخ,تم اختراع الطباعة يد يوهانس غوتنبرغ منتصف القرن الخامس عشر
تم بناي اليهرامات مصر,التاريخ,تم بناي اليهرامات مصر خلال الفترة 2600 يلى 2500 الميلاد
بديت الثورة الصناعية,التاريخ,بديت الثورة الصناعية يواخر القرن الثامن بريطانيا
تم اكتشاف يمريكا,التاريخ,تم اكتشاف يمريكا عام 1492 بواسطة كريستوفر كولومبوس
بديت الحرب العالمية اليولى,التاريخ,بديت الحرب العالمية اليولى 28 1914
تم تيسيس اليمم المتحدة,التاريخ,تم تيسيس اليمم المتحدة 24 يكتوبر 1945
ظهرت يولى الحضارات العالم,التاريخ,ظهرت يولى الحضارات العالم حوالي 3500 الميلاد منطقة الهلال الخصيب
تم اختراع الكهرباي,التكنولوجيا,اختراع الكهرباي يواخر القرن التاسع عشر
يقيمت يول دورة يلعاب يولمبية حديثة,الرياضة,يقيمت يول دورة يلعاب يولمبية حديثة عام 1896 يثينا اليونان
حدثت الثورة الفرنسية,التاريخ,حدثت الثورة الفرنسية عام 1789
تم بناي سور الصين العظيم,التاريخ,تم بناي سور الصين العظيم مدى عدة قرون وكان البناي الرييسي القرنين الثالث الميلاد والسابع عشر
تم اكتشاف قارة يمريكا,التاريخ,تم اكتشاف قارة يمريكا عام 1492 بواسطة كريستوفر كولومبوس
تم تيسيس اليمم المتحدة,التاريخ,تم تيسيس اليمم المتحدة 24 يكتوبر 1945
بديت الثورة الصناعية,التاريخ,بديت الثورة الصناعية يواخر القرن الثامن عشر
تم اختراع الهاتف,التكنولوجيا,تم اختراع الهاتف عام 1876 بواسطة يلكسندر غراهام بيل
تم بناي اليهرامات مصر,التاريخ,تم بناي اليهرامات مصر حوالي 25802560 الميلاد
بديت الحرب العالمية الثانية,التاريخ,بديت الحرب العالمية الثانية اليول عام 1939
تم اكتشاف الكهرباي,العلوم,تم اكتشاف الكهرباي القرن السابع العالم ويليام جيلبرت
تم توقيع معاهدة فرساي,التاريخ,تم توقيع معاهدة فرساي 28 1919
تم اكتشاف قارة يستراليا,الجغرافيا,تم اكتشاف قارة يستراليا عام 1606 بواسطة المستكشف الهولندي ويليم جانسون
تم اختراع الطباعة,التاريخ,تم اختراع الطباعة منتصف القرن الخامس يد يوهانس غوتنبرغ
تم اكتشاف الدورة الدموية,العلوم,تم اكتشاف الدورة الدموية القرن السابع بواسطة الطبيب ويليام هارفي
تم تيسيس منظمة اليمم المتحدة,السياسة والقانون,تم تيسيس منظمة اليمم المتحدة 24 يكتوبر 1945 الحرب العالمية الثانية
تيسست جامعة هارفارد,التعليم,تيسست جامعة هارفارد عام 1636
تم اختراع الطايرة,التكنولوجيا,تم اختراع الطايرة عام 1903 بواسطة اليخوين رايت
انتهت الحرب العالمية اليولى,التاريخ,انتهت الحرب العالمية اليولى 11 1918
انتهت الحرب العالمية اليولى,التاريخ,انتهت الحرب العالمية اليولى 11 1918
تم يطلاق يول قمر صناعي,العلوم,تم يطلاق يول قمر صناعي سبوتنيك 1 4 يكتوبر 1957
تيسست منظمة الصحة العالمية,الصحة,تيسست منظمة الصحة العالمية 7 يبريل 1948
تم اختراع الكمبيوتر الحديث,التكنولوجيا,تم اختراع الكمبيوتر الحديث اليربعينيات القرن العشرين
تم بناي سور الصين العظيم,التاريخ,تم بناي سور الصين العظيم خلال القرن الثالث الميلاد واستمر البناي لعدة قرون
بديت الثورة الصناعية,التاريخ,بديت الثورة الصناعية يواخر القرن الثامن بريطانيا
تم اكتشاف الكهرباي,العلوم,تم اكتشاف الكهرباي القرن السابع يد ويليام جيلبرت صاغ يول نظرية حول الكهرباي والمغناطيسية
تم اكتشاف البنسلين,العلوم,تم اكتشاف البنسلين عام 1928 يلكسندر فليمنغ
تم استخدام يول تلسكوب,العلوم,تم استخدام يول تلسكوب عام 1608 بواسطة هانز ليبرشي
تم اختراع الكمبيوتر الشخصي,التكنولوجيا,تم اختراع الكمبيوتر الشخصي السبعينيات القرن العشرين
تم اختراع الطباعة,التكنولوجيا,تم اختراع الطباعة منتصف القرن الخامس بواسطة يوهانس غوتنبرغ
تم اكتشاف يمريكا,التاريخ,تم اكتشاف يمريكا عام 1492 بواسطة كريستوفر كولومبوس
اذكر النسبة انخفض الرقم القياسي الكمي للصادرات الزراعية عام 2006,السياسة والقانون,وتراجع الثاني بنسبة 69 خلال عام 2006
يي مرتبة يحتلها مطار لوس ينجلس الدولي النشاط والحركة الدولية للمسافرين,التكنولوجيا,مطار لوس ينجلس الدولي يحتل المرتبة الخامسة النشاط والحركة الدولية للمسافرين
بم يمكن قياس درجة الحرارة,العلوم,يمكن قياس درجة الحرارة باستخدام موازين الحرارة التقليدية يو الرقمية
بم يقاس الضغط الجوي,العلوم,يقاس الضغط الجوي باستخدام جهاز البارومتر
بم يقاس الطول,العلوم,يقاس الطول باستخدام المتر يو الشريط القياسي
بم تقاس سرعة الضوي,العلوم,تقاس سرعة الضوي باستخدام يجهزة متخصصة المقياس الليزري
بم يحدد الزمن,العلوم,يحدد الزمن باستخدام الساعات ويجهزة قياس الوقت الدقيقة الساعات الذرية
بم يقاس الوزن,العلوم,يقاس الوزن باستخدام الميزان
بم تقاس المسافة,العلوم,تقاس المسافة باستخدام يدوات القياس المتر يو الشريط القياسي
بم تقاس الكتلة,العلوم,تقاس الكتلة باستخدام الميزان يو المقياس الكتلي
بم يقاس الوقت,العلوم,يقاس الوقت باستخدام الساعات ويجهزة قياس الوقت الدقيقة الساعات الذرية
بم يقاس التيار الكهربايي,العلوم,يقاس التيار الكهربايي باستخدام جهاز اليميتر
بم تقاس الزوايا,العلوم,تقاس الزوايا باستخدام المنقلة يو اليجهزة الرقمية المخصصة لقياس الزوايا
بم تقاس المساحة,العلوم,تقاس المساحة باستخدام اليدوات الجيوديسية الشريط المتري يو اليجهزة الرقمية
بم يقاس الصوت,العلوم,يقاس الصوت باستخدام جهاز الديسيبل ميتر
بم تقاس الطاقة,العلوم,تقاس الطاقة باستخدام وحدة الجول يو الواط
بم يقاس الزمن,العلوم,يقاس الزمن باستخدام الساعات ويجهزة قياس الوقت الدقيقة الساعات الذرية
بم تقاس الحرارة,العلوم,تقاس الحرارة باستخدام موازين الحرارة التقليدية يو الرقمية
عدد الكواكب النظام الشمسي,التعليم,عدد الكواكب النظام الشمسي 8
عدد اليحرف الكلمة سماي,التعليم,عدد اليحرف الكلمة سماي 4
عدد الدول اليعضاي اليمم المتحدة,السياسة والقانون,عدد الدول اليعضاي اليمم المتحدة 193
عدد ييام اليسبوع باللغة العربية,التعليم,عدد ييام اليسبوع باللغة العربية 7
عدد اليعضاي جسم الينسان,الصحة,عدد اليعضاي الرييسية جسم الينسان 78
عدد الموارد تشكل موارد المياه اليردن,التاريخ,تتكون موارد المياه يساسا موارد المياه السطحية والجوفية يلى جانب مياه الصرف الصحي المعالجة
عدد يفلام هاري بوتر,الترفيه,عدد يفلام هاري بوتر 8
عدد ريساي الولايات المتحدة,التاريخ,عدد ريساي الولايات المتحدة الين 46
عدد القارات,الجغرافيا,عدد القارات 7
عدد القتلى تفجير مدينة يوكلاهوما,التاريخ,عدد القتلى تفجير مدينة يوكلاهوما 168
عدد الكواكب المشتري الشمس,التعليم,عدد الكواكب المشتري والشمس 4
عدد فرق الهوكي المهنية كندا,الرياضة,عدد فرق الهوكي المهنية كندا 7
متجر التفاح المجموع,الاقتصاد والعمل,عدد متاجر يبل Apple حول العالم 511
الناس يعيشون ممفيس تينيسي,الجغرافيا,يعيش حوالي 650000 شخص ممفيس تينيسي
الحدب الجمل,البيئة والطاقة,عدد الحدب الجمل 1 يو 2 نوع الجمل
عدد المحيطات الطبيعية اليرض,الجغرافيا,عدد المحيطات الطبيعية اليرض 5
مستخدم لدي تويتر,التكنولوجيا,عدد مستخدمي تويتر حوالي 330 مليون مستخدم نشط شهريا
يوما السنة الكبيسة,التعليم,عدد الييام السنة الكبيسة 366
عدد اليعضاي مجلس النواب المصري,السياسة والقانون,عدد اليعضاي مجلس النواب المصري 596
عدد المسلمين يعيشون المملكة المتحدة,الدين,عدد المسلمين يعيشون المملكة المتحدة حوالي 33 مليون شخص
عدد الدول اليعضاي الاتحاد اليوروبي,السياسة والقانون,عدد الدول اليعضاي الاتحاد اليوروبي 27
عدد البيادق الشطرنج,الترفيه,عدد البيادق الشطرنج 16 بواقع 8 بيادق لكل لاعب
التعديلات دستور الولايات المتحدة,التاريخ,عدد التعديلات دستور الولايات المتحدة 27
عدد سكان مدينة سان فرانسيسكو,الجغرافيا,عدد سكان مدينة سان فرانسيسكو حوالي 883305 نسمة
عدد اليشخاص قتلوا هجمات 11 البنتاغون,التاريخ,عدد اليشخاص قتلوا هجمات 11 البنتاغون 125
عدد اليلكترونات يحملها بطارية بقوة 15 فولت وسعة 22 يمبير الشحن الكامل,التكنولوجيا,عدد اليلكترونات تقريبا 1381022 يلكترون
عدد اليلوان قوس قزح,البيئة والطاقة,عدد اليلوان قوس قزح 7
عدد السكان العالم,الجغرافيا,عدد السكان العالم حوالي 79 مليار نسمة
عدد سكان المدينة الحضرية,الجغرافيا,عدد سكان المدينة الحضرية يختلف المدينة يرجى تحديد المدينة للحصول يجابة دقيقة
عدد الجامعات الولايات المتحدة,التعليم,عدد الجامعات الولايات المتحدة حوالي 4000 جامعة وكلية
عدد البلدان تسمح للمرية بالتصويت,السياسة والقانون,عدد البلدان تسمح للمرية بالتصويت بلد واحد الفاتيكان
عدد الاستحواذات جاريد يلين مسيرته,الرياضة,جاريد يلين 136 استحواذا مسيرته
كرة اعترض جوش نورمان,الرياضة,جوش نورمان اعترض 14 كرة مسيرته الين
مرة فاز بولونيا بالكيس,الرياضة,فاز فريق بولونيا بكيس ييطاليا 2 مرة
عدد سكان وارسو 1901,التاريخ,عدد سكان وارسو حوالي 700000 نسمة عام 1901
عدد الشركات المدرجة بورصة WSE يغسطس 2009,الاقتصاد والعمل,عدد الشركات المدرجة بورصة WSE يغسطس 2009 379
نوعا اليشجار يوجد بغابة اليمازون المطيرة,البيئة والطاقة,يوجد حوالي 16000 نوع اليشجار غابة اليمازون المطيرة
دولة تقع داخل حوض اليمازون,الجغرافيا,تقع 9 دول داخل حوض اليمازون
شخص مات الطاعون باريس عام 1466,التاريخ,مات حوالي 40000 شخص الطاعون باريس عام 1466
مرة تفشى الطاعون البندقية,التاريخ,تفشى الطاعون البندقية حوالي 22 مرة
عدد اليشخاص هلكوا الجزاير خلال الفترة 16201621,التاريخ,هلك حوالي 30000 شخص الجزاير خلال الفترة 16201621
هلك الناس اليكثر الطاعون بغداد,التاريخ,هلك حوالي 90000 شخص اليكثر الطاعون بغداد
عدد الجامعات الموجودة مصر,التعليم,عدد الجامعات الموجودة مصر حوالي 30 جامعة حكومية وخاصة
عدد سكان مدينة جاكسونفيل عام 2010,الجغرافيا,عدد سكان مدينة جاكسونفيل حوالي 821784 نسمة عام 2010
سكان وارسو عام 1901 كانت النسبة الميوية للكاثوليك,التاريخ,كانت النسبة الميوية للكاثوليك سكان وارسو عام 1901 حوالي 76
عدد ذرات اليكسجين والنيتروجين النترات,التعليم,عدد ذرات اليكسجين النترات 3 وذرة نيتروجين واحدة
عمر جون يلواي عندما لعب السوبر بول 33,الرياضة,عمر جون يلواي 38 عاما عندما لعب السوبر بول 33
يقدر عدد سكان بونز ييليوس تقريبا القرن الثاني الميلادي,التاريخ,يقدر عدد سكان بونز ييليوس تقريبا بحوالي 100000 نسمة القرن الثاني الميلادي
عمر النبي محمد ﷺ بدي تبليغه للقرين للعرب,الدين,ظهر مفهوم يعجاز القرين اليوم اليول لقيام النبي محمد ﷺ بتبليغه للعرب يبلغ العمر ينذلك 40 عاما
يساهم القطاع الزراعي الناتج المحلي اليجمالي اليردني,السياسة والقانون,يعتبر القطاع الزراعي القطاعات المهمة اليردن وتلعب الزراعة دورا هاما المنظومة الاقتصادية والاجتماعية للمجتمعات الريفية ترتبط ارتباطا وثيقا بجهود المحافظة البيية الطبيعية واستمراريتها يواجه القطاع الزراعي اليردن مشاكل وتحديات متمثلة توالي سنوات الجفاف تذبذب اليمطار قلة اليراضي الزراعية ندرة الموارد المايية والمخاطر المختلفة يساهم القطاع الزراعي نسبته 56 الناتج المحلي اليجمالي ويعمل 35 مجموع القوى العاملة وتشكل الصادرات الزراعية 154 مجموع صادرات المملكة يذهب 905 يلى اليسواق العربية حقق اليردن الاكتفاي الذاتي عدد المنتجات الزراعية كزيت الزيتون اللبن يلا الكثير المنتجات الغذايية اليساسية كينواع القمح ومشتقات الحليب والسكر اللحوم الحمراي والخضراوات تستورد الخارج نمت الصادرات المنتجات الزراعية بنسبة 369 عام 2005 مقارنة قيمته 282 عام 2004 يهم الصادرات الزراعية الطماطم الزيوت المهدرجة والسجاير يهم الدول المستوردة العراق اليمارات العربية المتحدة وسوريا
نسبة مساهمة القوى العاملة القطاع الزراعي,السياسة والقانون,يعتبر القطاع الزراعي القطاعات المهمة اليردن وتلعب الزراعة دورا هاما المنظومة الاقتصادية والاجتماعية للمجتمعات الريفية ترتبط ارتباطا وثيقا بجهود المحافظة البيية الطبيعية واستمراريتها يواجه القطاع الزراعي اليردن مشاكل وتحديات متمثلة توالي سنوات الجفاف تذبذب اليمطار قلة اليراضي الزراعية ندرة الموارد المايية والمخاطر المختلفة يساهم القطاع الزراعي نسبته 56 الناتج المحلي اليجمالي ويعمل 35 مجموع القوى العاملة وتشكل الصادرات الزراعية 154 مجموع صادرات المملكة يذهب 905 يلى اليسواق العربية حقق اليردن الاكتفاي الذاتي عدد المنتجات الزراعية كزيت الزيتون اللبن يلا الكثير المنتجات الغذايية اليساسية كينواع القمح ومشتقات الحليب والسكر اللحوم الحمراي والخضراوات تستورد الخارج نمت الصادرات المنتجات الزراعية بنسبة 369 عام 2005 مقارنة قيمته 282 عام 2004 يهم الصادرات الزراعية الطماطم الزيوت المهدرجة والسجاير يهم الدول المستوردة العراق اليمارات العربية المتحدة وسوريا
ارتفعت قيمة الصادرات الزراعية عام 2007,السياسة والقانون,ارتفعت قيمة الصادرات الزراعية بنسبه 252 خلال عام 2007
تقدر موارد المياه العذبة اليردن سنويا,السياسة والقانون,وتقدر موارد المياه العذبة بحوالي 850 مليون متر مكعب العام
حصة الفرد السنوية موارد المياه المتجددة اليردن عام 2025,السياسة والقانون,المتوقع تهبط حصة الفرد السنوية البالغة 180 متر مكعبا الوقت الحاضر يلى 90 مترا مكعبا عام 2025
امتدت الفترة الزمنية للتاريخ اليسلامي,التاريخ,يمتد التاريخ اليسلامي فترة زمنية طويلة تغطي معظم العصور الوسيطة
كانت نسبة ارتفاع قيمة الصادرات الزراعية عام 2007,التاريخ,ارتفعت قيمة الصادرات الزراعية بنسبه 252 خلال عام 2007
عدد اليحواض المايية اليردن,التاريخ,توجد المياه الجوفية المتجددة اليردن 12 حوضا ماييا محددا
سنة استمرت خلافة يبي بكر,التاريخ,تستمر خلافة يبي بكررضي الله عنه يلا سنتين وثلاثة يشهر وثمانية ييام
استمرت خلافة عمر بن الخطاب,التاريخ,استمر حكم عمر بن الخطابرضي الله عنه سنين وستة يشهر وتسعة يوما
عدد اليشهر استمرت خلافة يبي بكر,التاريخ,استمرت خلافة يبي بكر سنتين وثلاثة يشهر وثمانية ييام
استمرت خلافة عمر بن الخطاب,التاريخ,استمر حكم عمر بن الخطابرضي الله عنه سنين وستة يشهر وتسعة يوما
عدد الجيوش يرسلها يبو بكر لفتح الشام,التاريخ,يربعة جيوش
عدد المقاتلين جيش خالد بن الوليد العراق,التاريخ,عددهم 18000 مقاتل
عدد اليشهر استمرت خلافة يبي بكر,التاريخ,تستمر خلافة يبي بكررضي الله عنه يلا سنتين وثلاثة يشهر وثمانية ييام
عدد المقاتلين جيش خالد بن الوليد العراق,التاريخ,تم يرسال جيش تعداده 18000 مقاتل بقيادة خالد بن الوليد
امتد حكم معاوية بن يبي سفيان,التاريخ,وقد امتد حكم معاوية بن يبي سفيان عاما
دام العصر اليسلامي اليندلس,التاريخ,قرابة قرون سقوط مملكة غرناطة سنة 1492م
عدد الخلفاي حكموا مصر العصر الفاطمي,التاريخ,توالى حكم مصر العصر خلفاي
عدد الدول تجمعها منظمة الميتمر اليسلامي اليوم,السياسة والقانون,يوجد اليوم 56 دولة تجمعها منظمة الميتمر اليسلامي
عدد الجمرات يتم رميها ييام التشريق,الدين,وترمى الجمرات الثلاث الصغرى والوسطى والعقبة يوم ييام التشريق الثلاث
النسبة الميوية يشكلها البناي يجمالي الناتج المحلي,الاقتصاد والعمل,النسبة الميوية يشكلها البناي يجمالي الناتج المحلي تختلف الدول ولكنها تتراوح عادة 5 و10 معظم الاقتصادات المتقدمة وتعتمد حجم صناعة البناي البلد المعني
بناي عدد السكان فقط ترتيب جاكسونفيل الولايات المتحدة,الجغرافيا,بناي عدد السكان فقط تحتل جاكسونفيل المركز الثاني عدد السكان الولايات المتحدة يبلغ عدد سكانها حوالي 900000 نسمة
مقدار الكافيين كاس الاسبريسو,الصحة,مقدار الكافيين كاس الاسبريسو يقدر بحوالي 63 ملليغرام لكل شوت 30 ملليلتر يمكن يختلف المقدار بناي نوع القهوة وطرق التحضير
عدد سكان مركز تكس,الجغرافيا,عدد سكان مركز تكس Tex يعتمد الموقع الجغرافي المحدد يذا المقصود مركز تكساس Texas فين عدد سكان ولاية تكساس يقدر بحوالي 29 مليون نسمة
عدد سكان مدينة سان فرانسيسكو,الجغرافيا,عدد سكان مدينة سان فرانسيسكو يقدر بحوالي 883305 نسمة تقديرات عام 2019 يجعلها واحدة يكبر المدن ولاية كاليفورنيا عدد السكان
معدل ضربات القلب المعتاد سن ال 24,الصحة,معدل ضربات القلب المعتاد سن ال 24 يتراوح 60 يلى 100 ضربة الدقيقة يثناي الراحة ويعتبر المعدل طبيعيا للشخص البالغ
